Rank1	Kingdom	Phylum	Class	Order	Family	Genus	Species
OTU3604	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidales S24-7 group	uncultured organism	?
OTU328	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Tannerella	?
OTU250	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	uncultured Porphyromonas sp.
OTU481	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	?	?
OTU1602	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Paludibacter	?
OTU3196	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	?
OTU4	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	uncultured Bacteroidales bacterium
OTU632	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	?
OTU548	Bacteria	Chloroflexi	Ardenticatenia	Ardenticatenales	?	?	?
OTU1954	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma gateae
OTU304	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma dispar
OTU1060	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma bovirhinis
OTU2405	Bacteria	Gracilibacteria	Gracilibacteria bacterium oral taxon 873	?	?	?	?
OTU179	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	?
OTU343	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	uncultured Leptotrichia sp.
OTU344	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia sp. oral clone IK040
OTU3351	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	?
OTU379	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	?
OTU1832	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	uncultured Leptotrichia sp.
OTU193	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	?
OTU210	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	?
OTU2007	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	?
OTU774	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	?
OTU308	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Sneathia	[Leptotrichia] amnionii
OTU1202	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	?	?
OTU558	Bacteria	Aquificae	Aquificae	Aquificales	Aquificaceae	Hydrogenobacter	?
OTU310	Bacteria	Candidate division SR1	candidate division SR1 bacterium MGEHA	?	?	?	?
OTU1243	Bacteria	Candidate division SR1	uncultured candidate division SR1 bacterium	?	?	?	?
OTU2383	Bacteria	Candidate division SR1	uncultured candidate division SR1 bacterium	?	?	?	?
OTU2289	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Parachlamydiaceae	?	?
OTU665	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Parachlamydiaceae	Candidatus Protochlamydia	?
OTU1611	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Parachlamydiaceae	Candidatus Metachlamydia	?
OTU1756	Bacteria	Spirochaetae	Spirochaetes	Spirochaetales	Spirochaetaceae	Treponema 2	?
OTU683	Bacteria	Spirochaetae	Spirochaetes	Spirochaetales	Spirochaetaceae	Treponema 2	?
OTU1987	Bacteria	Spirochaetae	Spirochaetes	Spirochaetales	Spirochaetaceae	Treponema 2	uncultured Treponema sp.
OTU963	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	0319-6A21	?	?
OTU3133	Bacteria	Acidobacteria	Acidobacteria	Subgroup 4	24-Nov	?	?
OTU1995	Bacteria	Acidobacteria	Acidobacteria	Subgroup 4	RB41	uncultured Acidobacteria bacterium	?
OTU1673	Bacteria	Acidobacteria	Acidobacteria	Subgroup 4	RB41	?	?
OTU2169	Bacteria	Acidobacteria	Acidobacteria	Subgroup 4	RB41	uncultured Acidobacteria bacterium	?
OTU1043	Bacteria	Acidobacteria	Acidobacteria	Subgroup 4	Unknown Family	Blastocatella	uncultured soil bacterium
OTU1649	Bacteria	Acidobacteria	Acidobacteria	Subgroup 4	Unknown Family	Blastocatella	uncultured Acidobacteria bacterium
OTU1329	Bacteria	Acidobacteria	Acidobacteria	Subgroup 4	Unknown Family	Blastocatella	uncultured Acidobacteria bacterium
OTU934	Bacteria	Acidobacteria	Acidobacteria	Subgroup 4	Unknown Family	Blastocatella	uncultured Acidobacteria bacterium
OTU563	Bacteria	Verrucomicrobia	Spartobacteria	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	?
OTU2227	Bacteria	Verrucomicrobia	Spartobacteria	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	?
OTU3483	Bacteria	Verrucomicrobia	Spartobacteria	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	?
OTU1350	Bacteria	Verrucomicrobia	Spartobacteria	Chthoniobacterales	DA101 soil group	?	?
OTU2467	Bacteria	Verrucomicrobia	Spartobacteria	Chthoniobacterales	DA101 soil group	uncultured Verrucomicrobia bacterium	?
OTU2147	Bacteria	Verrucomicrobia	Spartobacteria	Chthoniobacterales	DA101 soil group	uncultured Spartobacteria bacterium	?
OTU3299	Bacteria	Verrucomicrobia	Spartobacteria	Chthoniobacterales	DA101 soil group	uncultured Verrucomicrobia bacterium	?
OTU1	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Akkermansia	?
OTU640	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Luteolibacter	Verrucomicrobiaceae bacterium ONA9
OTU3921	Bacteria	Verrucomicrobia	OPB35 soil group	uncultured Desulfovibrio sp.	?	?	?
OTU3224	Bacteria	Verrucomicrobia	OPB35 soil group	?	?	?	?
OTU1802	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales Incertae Sedis	Geminicoccus	uncultured alpha proteobacterium
OTU1200	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Novispirillum	?
OTU3265	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pannonibacter	?
OTU822	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	?
OTU867	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium	Pedomicrobium ferrugineum
OTU592	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	?
OTU152	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	?
OTU3188	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	?	?	?
OTU907	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Devosia	?
OTU233	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Devosia	?
OTU4044	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Devosia	uncultured alpha proteobacterium
OTU835	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Kaistia	?
OTU3307	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	?
OTU514	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sandaracinobacter	uncultured Sphingomonas sp.
OTU236	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	?
OTU722	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	?
OTU479	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	?
OTU513	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	uncultured Sphingomonas sp.
OTU565	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	?
OTU1156	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	?	?	?
OTU1646	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	uncultured Novosphingobium sp.
OTU1010	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	?	?
OTU35	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Altererythrobacter	Erythrobacteraceae bacterium K-2-3
OTU1065	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	?
OTU264	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	?
OTU464	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	?
OTU2547	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	?
OTU416	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	?
OTU931	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rubellimicrobium	?
OTU2209	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rubellimicrobium	?
OTU2004	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Jhaorihella	uncultured alpha proteobacterium
OTU385	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracocccus	?
OTU975	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseibaca	Roseibaca ekhonensis
OTU257	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Haematobacter	?
OTU580	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	?	?
OTU1784	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hirschia	uncultured alpha proteobacterium
OTU114	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium	?
OTU155	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	?
OTU1135	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	?
OTU574	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Aurantimonadaceae	Aureimonas	?
OTU769	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Aurantimonadaceae	?	?
OTU234	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Ochrobactrum	?
OTU755	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	?	?
OTU387	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	?	?
OTU958	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Ensifer	?
OTU311	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	?
OTU405	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Paenochrobactrum	?
OTU644	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium	?
OTU1361	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	uncultured Caulobacteraceae bacterium
OTU380	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	?
OTU534	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	?
OTU861	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	uncultured Brevundimonas sp.
OTU3215	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	?
OTU691	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	?
OTU459	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	?
OTU303	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	?
OTU334	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bosea	?
OTU412	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium organophilum
OTU785	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	?
OTU4048	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	?
OTU635	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiales Incertae Sedis	Candidatus Odyssella	?
OTU1323	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	TK34	?	?
OTU623	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Skermanella	?
OTU1320	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acidiphilium	?
OTU1528	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Rubritepida	uncultured soil bacterium
OTU897	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Roseomonas	?
OTU912	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	?	?
OTU3194	Bacteria	Acidobacteria	Holophagae	Subgroup 10	ABS-19	?	?
OTU2229	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	?
OTU2551	Bacteria	Acidobacteria	Acidobacteria	Subgroup 6	?	?	?
OTU1691	Bacteria	Acidobacteria	Acidobacteria	Subgroup 6	uncultured Acidobacteria bacterium	?	?
OTU1977	Bacteria	Acidobacteria	Acidobacteria	Subgroup 6	?	?	?
OTU1063	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	?
OTU3377	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Rickettsiella	Candidatus Rickettsiella isopodorum
OTU276	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	?
OTU256	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	?
OTU144	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Azotobacter	?
OTU659	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Azotobacter	?
OTU9	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	?	?	?
OTU186	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	?
OTU3814	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	?
OTU710	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	uncultured prokaryote
OTU457	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	uncultured prokaryote
OTU1199	Bacteria	Proteobacteria	Gammaproteobacteria	Acidithiobacillales	Thermithiobacillaceae	Thermithiobacillus	?
OTU458	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alishewanella	?
OTU911	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Rheinheimera	?
OTU1131	Bacteria	Proteobacteria	Betaproteobacteria	Methylophilales	Methylophilaceae	?	?
OTU441	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	?
OTU703	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	?
OTU3713	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	?
OTU1082	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	?	?
OTU213	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	uncultured Ralstonia sp.
OTU19	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Parasutterella	uncultured organism
OTU315	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	?
OTU181	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Lautropia	?
OTU435	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Gallionellaceae	?	?
OTU597	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Schlegelella	?
OTU1874	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Uliginosibacterium	?
OTU701	Bacteria	Proteobacteria	Betaproteobacteria	Hydrogenophilales	Hydrogenophilaceae	Tepidiphilus	Tepidiphilus succinatimandens
OTU1236	Bacteria	Proteobacteria	Betaproteobacteria	Hydrogenophilales	Hydrogenophilaceae	Hydrogenophilus	?
OTU160	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	?	?
OTU316	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Aquabacterium	?
OTU31	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	?
OTU166	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Tepidimonas	uncultured Tepidimonas sp.
OTU1325	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Malikia	Malikia granosa
OTU1370	Bacteria	Proteobacteria	Betaproteobacteria	?	?	?	?
OTU238	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	?
OTU2133	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	?
OTU1040	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Kingella	Kingella oralis ATCC 51147
OTU99	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	uncultured organism
OTU2526	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	?	?
OTU177	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Aggregatibacter	?
OTU493	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	?	?
OTU668	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Mannheimia	Mannheimia sp. MCCM 00145
OTU1365	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	?
OTU591	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	?
OTU437	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Hafnia	?
OTU1618	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Raoultella	Candidatus Pantoea carbekii
OTU1188	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Pantoea	?
OTU3	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	?	?
OTU2819	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia-Shigella	?
OTU744	Bacteria	Proteobacteria	Gammaproteobacteria	?	?	?	?
OTU322	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Alkanindiges	?
OTU350	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	?
OTU2860	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	?
OTU376	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	?
OTU120	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	?
OTU555	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Moraxella	?
OTU157	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Moraxella	?
OTU145	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Moraxella	?
OTU2527	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	?
OTU1290	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	?
OTU885	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Moraxella	?
OTU798	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Succinivibrionaceae	Succinivibrionaceae UCG-002	uncultured rumen bacterium
OTU477	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Methylophaga	?
OTU578	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylomonas	uncultured Methylococcales bacterium
OTU1050	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylomonas	uncultured Methylococcales bacterium
OTU439	Bacteria	Proteobacteria	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	Cardiobacterium	?
OTU793	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonadaceae bacterium K-1-9	?
OTU788	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Dyella	?
OTU188	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	?
OTU3034	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	uncultured organism
OTU135	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	?
OTU3219	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Pseudoxanthomonas	?
OTU262	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	?
OTU361	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	?	?
OTU406	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Thermomonas	Thermomonas sp. lyso-lm521
OTU1051	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	Xanthomonadaceae bacterium L-bf-PMW-15.1
OTU1037	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Thermomonas	?
OTU3660	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Chromohalobacter	?
OTU2633	Bacteria	Proteobacteria	Deltaproteobacteria	GR-WP33-30	uncultured delta proteobacterium	?	?
OTU3401	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	?	?
OTU2597	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	?	?
OTU950	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Sorangium	myxobacterium AT3-01
OTU2207	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	?	uncultured delta proteobacterium	?
OTU1688	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Family III	Thermoanaerobacterium	?
OTU738	Bacteria	Acidobacteria	Acidobacteria	Subgroup 3	Unknown Family	?	?
OTU3066	Bacteria	Acidobacteria	Acidobacteria	Subgroup 3	Unknown Family	Bryobacter	?
OTU149	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Tyzzerella 3	?
OTU930	Bacteria	Caldiserica	Caldisericia	Caldisericales	Caldisericaceae	Caldisericum	?
OTU305	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	?	?
OTU3502	Bacteria	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	?	?
OTU673	Bacteria	Actinobacteria	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	?
OTU1207	Bacteria	Actinobacteria	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	Rubrobacter sp. LYG58
OTU823	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	288-2	?	?
OTU3387	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	FFCH13075	uncultured actinobacterium	?
OTU1657	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	?	?	?
OTU3023	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	?	?	?
OTU1845	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	?	?	?
OTU3498	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	?
OTU388	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Sva0996 marine group	?	?
OTU3144	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	?	?	?
OTU631	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Propionibacterium	?
OTU4095	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	Nocardioides lentus
OTU921	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	?
OTU914	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	?
OTU630	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	?
OTU707	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	?
OTU1090	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Marmoricola	?
OTU1138	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Geodermatophilaceae	Geodermatophilus	?
OTU342	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Geodermatophilaceae	Modestobacter	?
OTU636	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Geodermatophilaceae	Blastococcus	?
