OTU,pf3-t0,pf7-t0,pf13-t0,pf14-t0,pf34-t0,pf3-aerobic-9d,pf7-aerobic-9d,pf13-aerobic-9d,pf14-aerobic-9d,pf34-aerobic-9d,pf3-anaerobic-9d,pf7-anaerobic-9d,pf13-anaerobic-9d,pf14-anaerobic-9d,pf34-anaerobic-9d,pf3-aerobic-94d,pf7-aerobic-94d,pf13-aerobic-94d,pf14-aerobic-94d,pf34-aerobic-94d,pf3-anaerobic-94d,pf7-anaerobic-94d,pf13-anaerobic-94d,pf14-anaerobic-94d,pf34-anaerobic-94d
OTU_2365,0,1,2,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0
OTU_2435,0,0,0,0,0,0,0,0,1,0,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0
OTU_307,0,0,0,1,0,2,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_569,0,0,1,3,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1620,0,0,0,1,0,0,1,0,3,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0
OTU_2086,0,0,0,3,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
OTU_2340,0,0,0,3,0,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2565,0,1,0,1,0,0,2,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
OTU_3404,0,0,0,1,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0
OTU_4633,0,0,0,3,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
OTU_7785,0,1,0,0,0,1,3,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OTU_1824,0,0,0,2,1,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0
OTU_2373,0,1,0,1,0,0,0,0,0,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
OTU_3300,0,0,0,1,0,0,1,0,2,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0
OTU_4335,0,0,0,3,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0
OTU_5332,0,0,0,0,0,3,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
OTU_664,0,0,0,2,0,0,0,0,0,4,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
OTU_1102,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
OTU_1926,0,0,0,5,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
OTU_6033,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0
OTU_4946,0,1,0,0,0,0,0,0,0,3,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0
OTU_2683,0,0,0,0,0,0,2,0,0,4,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0
OTU_3366,0,0,1,0,0,0,0,3,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0
OTU_3422,0,3,0,2,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3809,0,0,0,2,0,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
OTU_1484,0,0,0,0,1,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,1,1,0,0,0
OTU_6590,0,0,2,1,0,0,0,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0
OTU_823,0,0,0,5,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_5683,1,0,0,0,0,1,0,0,3,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
OTU_5917,0,1,0,4,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OTU_3896,0,0,0,4,0,0,1,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0
OTU_1190,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
OTU_1413,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0
OTU_1047,1,2,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_5236,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1723,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,0,0
OTU_5700,0,1,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0,1,0,0,0
OTU_6127,0,2,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
OTU_1181,0,0,0,2,0,0,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1170,0,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
OTU_1589,0,1,0,1,0,0,2,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1668,0,3,0,0,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2080,0,0,0,0,2,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0
OTU_3272,1,0,0,1,0,0,0,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OTU_2401,0,0,0,2,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0
OTU_2968,0,0,0,2,0,0,1,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OTU_7516,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0
OTU_1782,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1
OTU_2111,0,0,0,3,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0
OTU_2577,0,0,1,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
OTU_3676,0,1,0,0,0,0,2,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_5185,0,0,0,0,0,1,0,0,2,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0
OTU_2079,0,0,1,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
OTU_2129,0,0,0,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
OTU_2741,0,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
OTU_7812,0,0,0,1,0,1,0,0,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OTU_1435,0,0,1,0,4,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OTU_2091,0,0,1,2,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2647,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1426,0,0,0,3,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
OTU_1867,0,0,1,0,0,0,1,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2208,0,0,1,2,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0
OTU_2361,0,0,0,0,0,0,0,2,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OTU_2799,0,1,0,1,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
OTU_2853,0,0,0,0,1,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
OTU_1142,0,0,0,0,0,0,2,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1966,1,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0
OTU_2100,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_5811,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0
OTU_701,0,1,0,2,0,0,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
OTU_986,0,0,0,2,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
OTU_1384,0,1,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0
OTU_1431,0,0,0,2,0,0,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1489,0,0,0,1,0,1,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OTU_2072,0,0,3,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
OTU_3136,0,1,0,2,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
OTU_5371,0,0,0,0,0,0,1,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,2,0
OTU_1134,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0,1,2,0,0,0
OTU_1768,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
OTU_1963,0,0,0,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
OTU_1989,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OTU_2476,0,0,0,1,0,0,1,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2963,0,1,0,2,0,0,1,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
OTU_4953,0,0,0,2,0,0,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_7371,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU_863,1,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0
OTU_1786,0,0,0,0,0,0,2,2,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0
OTU_2514,0,0,0,2,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0
OTU_3266,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1958,0,2,1,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2600,0,0,0,0,1,0,2,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0
OTU_3227,0,0,0,2,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0
OTU_5367,1,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0
OTU_6093,0,0,0,0,0,1,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0
OTU_1383,0,0,0,1,1,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0
OTU_1417,1,0,0,1,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0
OTU_1639,0,0,0,0,0,1,0,0,4,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OTU_2206,0,0,0,3,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3085,0,1,0,1,2,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_4562,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,2,0
OTU_1810,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0
OTU_2103,0,0,0,1,0,0,3,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OTU_2259,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0
OTU_2759,0,0,0,3,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
OTU_3344,0,0,0,0,3,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0
OTU_4020,0,2,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
OTU_1767,0,0,0,2,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2489,0,2,0,0,0,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2783,1,0,0,0,0,0,3,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3086,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
OTU_3843,0,0,0,3,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OTU_4306,0,0,0,2,1,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
OTU_2202,0,0,0,2,0,0,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3188,0,1,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
OTU_4122,0,1,0,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
OTU_4896,0,3,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
OTU_5255,0,0,0,0,0,0,1,4,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
OTU_6693,0,0,0,0,0,0,1,0,3,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0
OTU_7484,0,0,0,0,0,0,1,1,0,0,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0
OTU_1859,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,2,0
OTU_2269,0,0,0,2,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
OTU_2478,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3016,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,3,0,0,0,0
OTU_3249,0,1,0,3,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU_3583,0,0,0,3,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
OTU_3968,0,0,0,1,0,0,2,0,0,1,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0
OTU_4289,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
OTU_2669,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3450,0,0,0,2,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
OTU_4810,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_5484,1,0,0,0,0,0,1,0,0,2,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0
OTU_1862,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,1,0
OTU_4350,0,0,1,3,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
OTU_5135,0,1,2,0,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU_6310,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,1,1,0,0,0,1
OTU_6558,0,0,1,3,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
OTU_3198,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0
OTU_3505,0,0,0,0,0,0,1,0,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
OTU_4721,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_5640,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,3,0,0,0,0
OTU_6507,0,0,0,0,0,0,1,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_7175,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_760,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
OTU_1955,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0
OTU_2665,0,0,0,1,0,0,1,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2813,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0
OTU_3184,0,0,1,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
OTU_1833,1,0,0,0,0,1,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU_1708,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0
OTU_3593,0,0,0,2,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OTU_2392,1,0,0,0,0,0,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU_787,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0
OTU_2182,0,1,0,0,0,0,1,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2307,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0
OTU_1274,0,0,0,3,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1930,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0
OTU_2630,0,0,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
OTU_3447,1,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0
OTU_6496,0,0,0,2,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
OTU_1671,1,0,0,1,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1807,0,0,0,2,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1908,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
OTU_2734,0,0,0,2,0,0,0,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
OTU_1873,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
OTU_2310,0,4,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_552,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0
OTU_2154,0,0,0,1,0,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2264,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,1,0,0,0,1,1,0
OTU_3247,0,1,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
OTU_3882,0,0,0,0,1,0,2,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0
OTU_6963,1,0,0,0,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
OTU_1802,0,0,2,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1877,0,0,1,0,0,1,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2488,0,1,0,0,0,0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1984,0,1,0,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
OTU_2369,0,0,1,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
OTU_2867,0,0,0,1,1,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3219,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
OTU_3686,0,0,0,2,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3928,0,0,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0
OTU_4648,0,0,0,2,0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
OTU_630,0,1,0,1,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OTU_6704,1,0,0,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0
OTU_794,0,0,0,1,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0
OTU_869,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
OTU_1187,0,0,0,1,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
OTU_1486,0,0,1,2,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
OTU_2718,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
OTU_2781,0,0,0,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0
OTU_2818,0,2,0,0,0,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OTU_2820,0,0,0,0,1,1,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,1,0,0,0
OTU_3376,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0
OTU_3436,0,2,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
OTU_816,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,1,0,0
OTU_1043,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
OTU_2140,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
OTU_2232,0,0,0,0,0,0,2,0,1,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0
OTU_2776,0,0,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2976,0,0,1,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
OTU_5283,1,1,0,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_5979,0,0,2,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
OTU_719,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
OTU_1198,0,0,0,1,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0
OTU_1267,0,1,0,2,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1285,0,0,0,3,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OTU_2831,1,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3088,0,0,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
OTU_3942,0,1,0,0,0,0,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_6378,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0
OTU_7178,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
OTU_1232,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
OTU_4599,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1
OTU_2764,0,0,0,1,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
OTU_298,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
OTU_3190,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0
OTU_6645,1,0,0,1,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1320,0,0,0,3,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
OTU_1467,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
OTU_3326,0,0,0,0,0,1,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0
OTU_3333,0,0,0,0,0,0,0,1,0,2,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
OTU_5344,0,1,0,1,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_5868,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0
OTU_7763,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,1,0
OTU_800,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_891,0,0,0,4,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
OTU_1970,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0
OTU_3102,0,0,0,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
OTU_3697,2,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
OTU_3836,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1
OTU_4087,0,1,0,1,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OTU_4483,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_5220,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,2,0
OTU_6009,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
OTU_945,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0
OTU_1605,0,2,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1621,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2900,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
OTU_3906,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_458,0,0,0,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_5625,0,0,1,0,0,1,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
